EventID,Multiplicity,Hits_Board1,Hits_Board2,Mean_ADC
3573,0,[],[],0
3574,1,[4],[],8046.0
3575,3,[40],"[14, 15]",8190.0
3580,1,[3],[],5732.0
3589,2,[8],[5],7032.5
3596,3,"[5, 45]",[8],7175.666666666667
3597,2,[4],[15],7360.0
3604,3,[],"[26, 40, 62]",7177.333333333333
3620,3,[8],"[41, 42]",7522.333333333333
3625,3,[47],"[27, 44]",8141.0
3628,0,[],[],0
3630,3,"[13, 14]",[16],7636.666666666667
3631,1,[22],[],8148.0
3639,2,[13],[15],8158.5
3640,5,[],"[47, 54, 55, 56, 57]",7531.6
3643,2,[],"[46, 52]",7205.0
3647,6,"[10, 16, 29, 36, 43]",[48],7574.666666666667
3649,4,[24],"[49, 51, 63]",7227.75
3663,1,[0],[],8191.0
3664,5,[0],"[20, 21, 32, 40]",7609.6
3677,2,[26],[15],7284.0
3681,1,[],[8],6593.0
3696,4,"[2, 3, 16]",[26],8148.0
3700,1,[3],[],7921.0
3705,2,[6],[45],8154.5
3711,3,[41],"[10, 13]",7653.333333333333
3725,1,[36],[],8179.0
3731,0,[],[],0
3733,1,[2],[],8133.0
3734,0,[],[],0
3735,4,[30],"[21, 24, 25]",7738.75
3746,3,[5],"[26, 30]",6496.0
3748,2,[51],[11],6653.5
3776,2,[33],[53],8137.5
3794,2,[2],[53],6827.5
3801,2,[47],[43],7808.0
3813,3,"[2, 3]",[20],6576.666666666667
3819,3,[10],"[38, 39]",8156.666666666667
3822,4,"[21, 54, 55]",[60],7185.0
3833,3,[2],"[45, 55]",8140.666666666667
3837,2,[2],[60],6479.5
3839,2,[17],[4],8111.5
3850,1,[4],[],8158.0
3862,1,[7],[],6793.0
3863,3,"[47, 48]",[32],7493.0
3878,1,[4],[],8158.0
3881,4,"[0, 7, 8]",[26],6954.25
3887,2,[23],[4],7172.0
3888,2,[],"[19, 26]",7101.5
3889,0,[],[],0
3890,3,[57],"[9, 21]",7371.666666666667
3904,3,"[5, 42]",[33],7174.333333333333
3909,2,[],"[47, 48]",6328.5
3915,2,[9],[58],7598.0
3919,1,[],[57],8141.0
3924,4,[28],"[13, 14, 30]",7399.25
3931,4,"[2, 49, 55]",[27],8014.5
3933,2,[],"[47, 48]",7084.5
3935,3,[14],"[62, 63]",8169.666666666667
3946,0,[],[],0
3949,4,[60],"[2, 38, 49]",7745.75
3950,1,[41],[],6490.0
3957,1,[27],[],8145.0
3961,2,[0],[54],7895.5
3962,4,[],"[10, 39, 40, 41]",7518.5
3967,5,[],"[17, 18, 19, 20, 22]",7442.0
3977,2,[28],[62],7698.5
3978,4,[6],"[45, 46, 58]",6538.5
3989,5,[8],"[37, 38, 44, 50]",8040.6
3994,0,[],[],0
3999,3,[],"[60, 61, 62]",6828.0
4006,3,[],"[50, 53, 54]",7849.666666666667
4013,0,[],[],0
4021,0,[],[],0
4029,1,[],[57],7715.0
4039,1,[42],[],6348.0
4040,2,[],"[18, 51]",8191.0
4042,0,[],[],0
4043,3,[42],"[34, 35]",7993.666666666667
4051,3,"[0, 1]",[13],7316.333333333333
4064,3,"[3, 4]",[57],7105.333333333333
4066,0,[],[],0
4069,3,[14],"[21, 23]",7519.333333333333
4081,5,[],"[7, 11, 12, 18, 23]",6809.6
4094,0,[],[],0
4097,3,"[1, 18]",[23],7848.666666666667
4098,6,"[7, 8, 9, 10, 48]",[61],7421.0
4116,2,[31],[0],7701.5
4119,1,[],[40],7942.0
4127,1,[3],[],8153.0
4128,2,[23],[0],8166.0
4129,3,"[34, 35]",[44],8149.0
4134,1,[0],[],8191.0
4136,3,"[9, 17]",[51],6947.666666666667
4140,2,[14],[23],7912.0
4143,2,[10],[43],7833.5
4144,2,[10],[43],8180.0
4155,0,[],[],0
4156,1,[],[48],8088.0
4159,4,"[1, 2, 3]",[6],7193.5
4173,4,"[1, 4, 5]",[2],7602.25
4182,0,[],[],0
4186,3,[7],"[29, 39]",8162.666666666667
4194,0,[],[],0
4209,0,[],[],0
4212,1,[33],[],8157.0
4220,3,[],"[23, 45, 46]",6246.333333333333
4222,1,[],[55],6422.0
4226,1,[0],[],8191.0
4229,2,[5],[17],7172.5
4236,1,[28],[],8188.0
4238,0,[],[],0
4248,5,[],"[33, 35, 37, 39, 40]",7844.6
4250,3,[3],"[51, 58]",7792.0
4252,2,[],"[38, 60]",7731.5
4265,2,[11],[28],6889.0
4266,2,[11],[44],7286.5
4281,2,[],"[9, 17]",8141.5
4282,3,"[55, 60]",[0],8167.333333333333
4287,2,[0],[54],7018.0
4293,3,"[15, 40]",[21],8053.333333333333
4295,3,"[2, 16]",[48],7739.333333333333
4305,3,[4],"[12, 20]",6558.0
4307,3,[45],"[54, 57]",8102.666666666667
4309,2,[35],[38],7648.5
4312,2,[24],[46],7267.5
4314,1,[50],[],8185.0
4322,5,[],"[36, 38, 39, 40, 41]",7287.6
4330,2,[5],[24],8173.0
4339,3,[5],"[49, 56]",7204.333333333333
4351,4,[33],"[2, 55, 56]",7796.5
4353,3,"[0, 1]",[63],8087.666666666667
4355,1,[38],[],6097.0
4369,2,[],"[56, 59]",6350.5
4372,2,[3],[10],6926.0
4383,0,[],[],0
4384,1,[],[44],6068.0
4387,3,"[6, 12]",[6],7353.333333333333
4396,2,[29],[28],7712.0
4399,2,[37],[45],6845.5
4406,3,[3],"[30, 36]",7561.666666666667
4410,4,[57],"[31, 32, 62]",7355.0
4419,2,[6],[52],7590.5
4452,0,[],[],0
4458,2,[10],[36],8153.0
4460,0,[],[],0
4463,3,[8],"[25, 26]",7068.666666666667
4470,2,[],"[60, 62]",8180.5
4475,2,[13],[25],7717.0
4480,3,"[5, 12]",[5],7564.0
4481,2,[5],[22],7306.5
4482,5,[1],"[33, 34, 35, 57]",7170.6
4483,3,[13],"[35, 36]",6902.0
4491,2,[49],[57],7959.0
4492,0,[],[],0
4495,6,[8],"[34, 35, 36, 37, 39]",7718.5
4506,3,"[1, 11]",[3],7429.0
